Sr No,date,startup,vertical,subvertical,city,investors,round,amount
149,2018-10-11,Innov8,Real Estate,Co-Working,New Delhi,Credence Family Office,Pre-Series A,38.388
150,2018-10-12,Blackbuck,Logistics Tech,Largest Trucking Platform,Bengaluru,Sequoia Capital India,Private Funding,140.88396
151,2018-10-12,LetsTransport,Logistics Tech,Book Trucks Online,Bengaluru,Fosun International,Series C,115.164
152,2018-09-01,Netmeds,Consumer Internet,Online Pharmacy Chain,Chennai,Sistema Asia Fund,Private Equity,335.895
152,2018-09-01,Netmeds,Consumer Internet,Online Pharmacy Chain,Chennai,Sistema JSFC and Tanncam Investment,Private Equity,335.895
153,2018-09-03,Udaan,B2B Platform,Logistics and Shipping,Bengaluru,DST Global and Lightspeed Venture Partners global fund.,Private Equity,2159.325
154,2018-09-03,Daily hunt,Consumer Internet,News and ebooks Mobile App,Bengaluru,Falcon Edge,Private Equity,61.32483
155,2018-09-04,3HCare,Healthcare,Healthcare Service Provider,Delhi,Undiscolsed,Seed / Angel Funding,9.597
156,2018-09-04,HappyGoEasy,Consumer Internet,Online Travel Agecy,Gurugram,Korea Investment Partners (KIP),Private Equity,0.0
156,2018-09-04,HappyGoEasy,Consumer Internet,Online Travel Agecy,Gurugram,Samsung and China-based CITIC Capital and others,Private Equity,0.0
157,2018-09-05,Nykaa,Consumer Internet,Online Marketplace For Multi-brand Beauty Cosmetic and Wellness Products,Mumbai,Lighthouse,Private Equity,1508.6484
158,2018-09-05,Mad Street Den,Technology,Computer Vision And Artificial Intelligence (Ai) Platform,Chennai,KDDI,Private Equity,0.0
159,2018-09-06,Dream11,Consumer Internet,Online Gaming Platform,Mumbai,Tencent,Private Equity,959.7
159,2018-09-06,Dream11,Consumer Internet,Online Gaming Platform,Mumbai,Kalaari Capital and Private equity firm Multiples Alternate Asset Management,Private Equity,959.7
160,2018-09-10,MamaEarth,Healthcare,Online Marketplace For Mother and Babycare Products,Gurugram,Stellaris Ventures & Others,Private Equity,38.388
161,2018-09-11,AutoGrid,Technology,AI-Based Energy Optimisation and Control Provider,Bengaluru,CLP Holdings Group,Private Equity,307.104
161,2018-09-11,AutoGrid,Technology,AI-Based Energy Optimisation and Control Provider,Bengaluru,Innogy,Private Equity,307.104
161,2018-09-11,AutoGrid,Technology,AI-Based Energy Optimisation and Control Provider,Bengaluru,rstead,Private Equity,307.104
161,2018-09-11,AutoGrid,Technology,AI-Based Energy Optimisation and Control Provider,Bengaluru,and Tenaska,Private Equity,307.104
162,2018-09-11,Pharmeasy,Consumer Internet,Online Marketplace For Pharmaceutical Products,Mumbai,InnoVen Capital,Debt Funding,52.7835
163,2018-09-11,Upwards,Fin-Tech,Online Micro Lending Marketplace,Mumbai,Shunwei Capital,Private Equity,47.985
163,2018-09-11,Upwards,Fin-Tech,Online Micro Lending Marketplace,Mumbai,Quotient,Private Equity,47.985
163,2018-09-11,Upwards,Fin-Tech,Online Micro Lending Marketplace,Mumbai,Mayfield & Others,Private Equity,47.985
164,2018-09-12,Kissht,Fin-Tech,Online lending Platform,Mumbai,Vertex Ventures Southeast Asia (SEA) and India and Sistema Asia Fund,Private Equity,287.91
164,2018-09-12,Kissht,Fin-Tech,Online lending Platform,Mumbai,Fosun RZ Capital,Private Equity,287.91
164,2018-09-12,Kissht,Fin-Tech,Online lending Platform,Mumbai,Ventureast,Private Equity,287.91
164,2018-09-12,Kissht,Fin-Tech,Online lending Platform,Mumbai,and Endiya Partners,Private Equity,287.91
165,2018-08-01,dishq,Food-Tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bengaluru,Farm To Fork,Seed/ Angel Funding,3.8388
165,2018-08-01,dishq,Food-Tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bengaluru,Arts Alliance,Seed/ Angel Funding,3.8388
165,2018-08-01,dishq,Food-Tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bengaluru,The Syndicate Fund,Seed/ Angel Funding,3.8388
165,2018-08-01,dishq,Food-Tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bengaluru,Sven Hensen,Seed/ Angel Funding,3.8388
165,2018-08-01,dishq,Food-Tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bengaluru,Zeroth and Artesian Venture Partners,Seed/ Angel Funding,3.8388
166,2018-08-01,HealthFin,Finance,Patient Financing Platform,Pune,Axilor,Seed/ Angel Funding,0.0
166,2018-08-01,HealthFin,Finance,Patient Financing Platform,Pune,Sprout Venture Partners and others,Seed/ Angel Funding,0.0
167,2018-08-02,Samosa Labs,Consumer Internet,Social Media and Chat Entertainment Platform,Hyderabad,Xiaomi and Sequoia Capital India,Private Equity,67.179
168,2018-08-03,ZiffyHomes,Consumer Internet,Online Home Rental Marketplace,Gurugram,Y Combinator,Private Equity,1.15164
169,2018-08-07,My OmNamo,Consumer Internet,Holy Platform Offering Customised Puja Packages To Individuals and Corporates,Mumbai,Undiscolsed,Seed/ Angel Funding,9.597
170,2018-08-07,ShopX,Consumer Internet,Assisted E-commerce Platform,Bengaluru,Fung Strategic Holdings,Private Equity,335.895
171,2018-08-07,MakeMyTrip,Consumer Internet,Online Travel Aggregator,Gurugram,MakeMyTrip Limited,Private Equity,95.97
172,2018-08-08,Hansel io,Consumer Internet,Real-time Mobile App Management,Bengaluru,Vertex Ventures,Seed/ Angel Funding,38.388
173,2018-08-08,Metro Bikes,Consumer Internet,Online Bike Rental Marketplace,Bengaluru,Sequoia Capital India Advisors,Private Equity,117.0834
173,2018-08-08,Metro Bikes,Consumer Internet,Online Bike Rental Marketplace,Bengaluru,Accel Partners and G Raghunandan,Private Equity,117.0834
174,2018-08-08,Phone Pe,Consumer Internet,UPI Payments App,Bengaluru,Flipkart,Private Equity,633.402
175,2018-08-09,quizizz,Ed-Tech,e-learning Platform,Bengaluru,Nexus Venture Partners,Seed/ Angel Funding,28.791
175,2018-08-09,quizizz,Ed-Tech,e-learning Platform,Bengaluru,Prime Venture Partners and Others,Seed/ Angel Funding,28.791
176,2018-08-09,Happy EMI,Fin-Tech,Consumer Financing Platform,Bengaluru,AJ Ventures and Jain International Trade Organisation (JITO),Seed/ Angel Funding,9.597
177,2018-08-13,Inthree,Consumer Internet,Rural E-commerce Platform,Chennai,Ventureast,Seed/ Angel Funding,38.388
177,2018-08-13,Inthree,Consumer Internet,Rural E-commerce Platform,Chennai,Orios Venture Partners and the IAN Fund,Seed/ Angel Funding,38.388
178,2018-08-13,Observe AI,Technology,AI Based Solutions Platform,Bengaluru,Nexus Venture Partners,Private Equity,76.776
178,2018-08-13,Observe AI,Technology,AI Based Solutions Platform,Bengaluru,MGV,Private Equity,76.776
178,2018-08-13,Observe AI,Technology,AI Based Solutions Platform,Bengaluru,Liquid 2 Ventures,Private Equity,76.776
178,2018-08-13,Observe AI,Technology,AI Based Solutions Platform,Bengaluru,Hack VC,Private Equity,76.776
178,2018-08-13,Observe AI,Technology,AI Based Solutions Platform,Bengaluru,Emergent Ventures and Y Combinator,Private Equity,76.776
179,2018-08-16,Enakshi,Consumer Internet,AI Based Solutions Platform,Ahemadabad,Undiscolsed,Seed/ Angel Funding,1.101841167
180,2018-08-17,EazyDiner,Consumer Internet,Online Restaurant Table Reservation Platform,Gurugram,Denlow Investment Trust and Beenext,Private Equity,56.14245
181,2018-08-20,Finzy,Finance,Online Loan Matchmaking Platform,Bengaluru,Undiscolsed,Seed / Angel Funding,9.597
182,2018-08-20,RawPressery,Consumer Internet,Online Organic Juice Delivery Service,Mumbai,Alteria Capital,Debt Funding,46.0656
183,2018-08-22,Pi Ventures,Technology,Applied Artificial Intelligence and IoT focusedPlatform,Bengaluru,CDC Group plc,Private Equity,57.582
184,2018-08-22,Revv,Consumer Internet,Online Indian Car Rental Platform,Gurugram,Hyundai,Private Equity,136.94919
184,2018-08-22,Revv,Consumer Internet,Online Indian Car Rental Platform,Gurugram,Edelweiss and Beenext,Private Equity,136.94919
184,2018-08-22,Revv,Consumer Internet,Online Indian Car Rental Platform,Gurugram,Dream Incubator,Private Equity,136.94919
184,2018-08-22,Revv,Consumer Internet,Online Indian Car Rental Platform,Gurugram,Sunjay Kapoor and Telama Investment,Private Equity,136.94919
185,2018-08-26,ZestMoney,Consumer Internet,Online Lending Platform,Bengaluru,Xiaomi,Private Equity,128.5998
185,2018-08-26,ZestMoney,Consumer Internet,Online Lending Platform,Bengaluru,PayU,Private Equity,128.5998
185,2018-08-26,ZestMoney,Consumer Internet,Online Lending Platform,Bengaluru,Ribbit Capital and Omidyar Network,Private Equity,128.5998
186,2018-08-26,Shubh Loans,Fin-Tech,Customer Sourcing Platform,Bengaluru,Saama Capital,Private Equity,40.3074
186,2018-08-26,Shubh Loans,Fin-Tech,Customer Sourcing Platform,Bengaluru,SRI Capital,Private Equity,40.3074
186,2018-08-26,Shubh Loans,Fin-Tech,Customer Sourcing Platform,Bengaluru,Beenext,Private Equity,40.3074
186,2018-08-26,Shubh Loans,Fin-Tech,Customer Sourcing Platform,Bengaluru,and Pravega Ventures,Private Equity,40.3074
187,2018-08-27,MyUpchar,Healthcare,Local Language Health Content App,Delhi,Nexus Venture Partners,Private Equity,47.985
187,2018-08-27,MyUpchar,Healthcare,Local Language Health Content App,Delhi,Omidyar Network and Shunwei Capital,Private Equity,47.985
188,2018-08-28,Narvar,IT,Post-Purchase Customer Engagement Platform,Bengaluru,Accel (formerly known as Accel Partners),Private Equity,28.791
189,2018-08-30,True North,Finance,Private Equity Firm,Mumbai,Undiscolsed,Private Equity,5758.2
190,2018-07-01,Leena AI,Technology,HR Virtual Agent For Employees,Gurugram,Y Combinator,Seed/ Angel Funding,0.0
191,2018-07-02,Biryani By Kilo,Consumer Internet,Online Food Delivery,Gurugram,Ajay Relan and Vinay Mittal,Seed/ Angel Funding,9.597
192,2018-07-04,Anchanto,IT,E-commerce Fulfilment Platform,Pune,MDI Ventures & Telkom Indonesia,Private Equity,38.388
193,2018-07-04,Loan Tap,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,Shunwei Capital,Private Equity,59.98125
193,2018-07-04,Loan Tap,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,Tuscan Ventures,Private Equity,59.98125
193,2018-07-04,Loan Tap,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,Ashish Goenka,Private Equity,59.98125
193,2018-07-04,Loan Tap,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,VC firms India Quotient and Kae Capital,Private Equity,59.98125
194,2018-07-06,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,Info Edge (India) Ltd and Temasek,Private Equity,265.8369
195,2018-07-09,zippserv,Consumer Internet,Online Platform For Risk-Assessment Services For Real Estate Investments,Bengaluru,Info Edge (India) Ltd,Seed/ Angel Funding,4.22268
196,2018-07-09,Groww,Consumer Internet,Online Platform That Sells Direct Plans Of Mutual Funds,Bengaluru,Insignia Ventures Partners,Seed/ Angel Funding,10.5567
196,2018-07-09,Groww,Consumer Internet,Online Platform That Sells Direct Plans Of Mutual Funds,Bengaluru,Lightbridge Partners & Kairos,Seed/ Angel Funding,10.5567
197,2018-07-10,Avenue Growth,Consumer Internet,Online Platform That Connects Brands With Freelance Sales Professionals,Gurugram,Avtar Monga,Seed/ Angel Funding,4.193889
197,2018-07-10,Avenue Growth,Consumer Internet,Online Platform That Connects Brands With Freelance Sales Professionals,Gurugram,chief operating office at IDFC Bank,Seed/ Angel Funding,4.193889
197,2018-07-10,Avenue Growth,Consumer Internet,Online Platform That Connects Brands With Freelance Sales Professionals,Gurugram,Aditya Malik & Others,Seed/ Angel Funding,4.193889
198,2018-07-10,iNICU,Healthcare,Med-tech Platform Providing Care For Newborns,Delhi,Venture Catalysts,Seed/ Angel Funding,0.0
199,2018-07-10,Kinara Capital,Finance,Lending Platform For Micro and Small Enterprises,Bengaluru,ResponsAbility,Private Equity,47.985
200,2018-07-10,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,Stellaris Venture Partners,Private Equity,47.985
200,2018-07-10,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,Vy Capital,Private Equity,47.985
200,2018-07-10,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,Raghunandan G,Private Equity,47.985
200,2018-07-10,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,and Ramakant Sharma,Private Equity,47.985
201,2018-07-11,Sambandh,Consumer Internet,Online Micro Lending Platform,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Private Equity,23.9925
202,2018-07-12,19th mile,IT,Artificial intelligence-based sales acceleration software platform,Gurugram,Rishi Vasudev,Seed/ Angel Funding,1.72746
202,2018-07-12,19th mile,IT,Artificial intelligence-based sales acceleration software platform,Gurugram,Excelsior Investments,Seed/ Angel Funding,1.72746
202,2018-07-12,19th mile,IT,Artificial intelligence-based sales acceleration software platform,Gurugram,Ritesh Vohra,Seed/ Angel Funding,1.72746
202,2018-07-12,19th mile,IT,Artificial intelligence-based sales acceleration software platform,Gurugram,Praveer Kumar,Seed/ Angel Funding,1.72746
202,2018-07-12,19th mile,IT,Artificial intelligence-based sales acceleration software platform,Gurugram,Prashant Gupta and Others,Seed/ Angel Funding,1.72746
203,2018-07-12,5th Vital,Healthcare,Home diagnostics services provider,Bengaluru,Brand Capital and Others,Seed/ Angel Funding,4.7985
204,2018-07-13,MEngage,Healthcare,A Doctor-Patient Engagement Platform,Jaipur,Siddharth Agarwal,Seed/ Angel Funding,1.679475
204,2018-07-13,MEngage,Healthcare,A Doctor-Patient Engagement Platform,Jaipur,Mahavir Sharma,Seed/ Angel Funding,1.679475
204,2018-07-13,MEngage,Healthcare,A Doctor-Patient Engagement Platform,Jaipur,Amit Singal,Seed/ Angel Funding,1.679475
204,2018-07-13,MEngage,Healthcare,A Doctor-Patient Engagement Platform,Jaipur,100 Co-founders Lab and others.,Seed/ Angel Funding,1.679475
205,2018-07-17,Ofbusiness,Finance,Online Lending Platform For SME,Gurugram,Creation Investments,Private Equity,278.313
205,2018-07-17,Ofbusiness,Finance,Online Lending Platform For SME,Gurugram,Falcon Edge,Private Equity,278.313
205,2018-07-17,Ofbusiness,Finance,Online Lending Platform For SME,Gurugram,Matrix Partners India and Zodius Capital,Private Equity,278.313
206,2018-07-17,Cars24,Consumer Internet,Online Used Car Marketplace,Gurugram,Kingsway FCI Fund,Private Equity,476.9709
206,2018-07-17,Cars24,Consumer Internet,Online Used Car Marketplace,Gurugram,KCK Global & Others,Private Equity,476.9709
207,2018-07-18,The Ken,Consumer Internet,Subscription-Only News Website,Bengaluru,Omidyar Network & Others,Seed/ Angel Funding,14.3955
208,2018-07-19,Book My Show,Consumer Internet,Online Ticketing Platform,Mumbai,TPG Growth,Private Equity,959.7
208,2018-07-19,Book My Show,Consumer Internet,Online Ticketing Platform,Mumbai,The Rise Fund & Others,Private Equity,959.7
209,2018-07-20,HousingMan,Consumer Internet,Property Discovery Platform,Bengaluru,Undiscolsed,Seed/ Angel Funding,14.3955
210,2018-07-21,PaySense,Consumer Internet,Online Consumer Lending Platform,Mumbai,PayU & Others,Private Equity,172.746
211,2018-07-23,Yulu Bikes,Technology,Bicycle-Sharing Platform,Bengaluru,Undiscolsed,Seed/ Angel Funding,0.0
212,2018-07-23,VTION,Technology,Media Analytics,Gurugram,AngelList,Seed/ Angel Funding,2.68716
212,2018-07-23,VTION,Technology,Media Analytics,Gurugram,Rahul Khanna,Seed/ Angel Funding,2.68716
212,2018-07-23,VTION,Technology,Media Analytics,Gurugram,Rajeev Arora and Ram Ramsundar.,Seed/ Angel Funding,2.68716
213,2018-07-23,Log9 Materials,Technology,Nanotechnology Company Specializing In Graphene,Bengaluru,Metaform Ventures,Seed/ Angel Funding,4.184292
213,2018-07-23,Log9 Materials,Technology,Nanotechnology Company Specializing In Graphene,Bengaluru,Hemant Luthra,Seed/ Angel Funding,4.184292
213,2018-07-23,Log9 Materials,Technology,Nanotechnology Company Specializing In Graphene,Bengaluru,Micro venture capital firm GEMS Partners and Others,Seed/ Angel Funding,4.184292
214,2018-07-24,kidovators,Ed-Tech,Skill Learning Platform,Bengaluru,Gray Matters,Seed/ Angel Funding,1.72746
215,2018-07-24,Digit,Consumer Internet,Online Insurance Startup,Pune,Fairfax,Private Equity,431.865
216,2018-07-25,Black Soil,Finance,Non-Banking Financial Company,Mumbai,Allcargo Logistics,Private Equity,163.149
216,2018-07-25,Black Soil,Finance,Non-Banking Financial Company,Mumbai,Navneet Education and Mahavir Agency,Private Equity,163.149
217,2018-07-25,Trell,Consumer Internet,Mobile-First Video Blogging App,Bengaluru,BeeNext,Seed/ Angel Funding,11.99625
217,2018-07-25,Trell,Consumer Internet,Mobile-First Video Blogging App,Bengaluru,WEH Ventures and Sprout Ventures,Seed/ Angel Funding,11.99625
218,2018-07-25,iqlect,Technology,Data Analytics Firm,Bengaluru,Ventureast and Exfinity,Seed/ Angel Funding,23.9925
219,2018-07-26,Entropik,IT,Software-As-A-Service Platform,Bengaluru,Bharat Innovation,Seed/ Angel Funding,10.5567
219,2018-07-26,Entropik,IT,Software-As-A-Service Platform,Bengaluru,IDFC-Parampara Capital,Seed/ Angel Funding,10.5567
219,2018-07-26,Entropik,IT,Software-As-A-Service Platform,Bengaluru,Arthavida Ventures,Seed/ Angel Funding,10.5567
219,2018-07-26,Entropik,IT,Software-As-A-Service Platform,Bengaluru,Jitendra Gupta & Others,Seed/ Angel Funding,10.5567
220,2018-07-26,Bitla Software,Technology,Travel-Focused Tech Startup,Bengaluru,MakeMyTrip,Private Equity,0.0
221,2018-07-26,TheCapitalNet,Fin-Tech,Unified Global Investments Ecosystem,Hyderabad,Lindwall Family Investments LLC (LFI),Private Equity,4.7985
222,2018-07-30,Shuttl,Consumer Internet,Bus Aggregation Platform,Gurugram,Amazon Alexa Fund & Dentsu Ventures,Private Equity,105.567
223,2018-07-30,Cure Fit,Consumer Internet,Health and fitness Platform,Bengaluru,IDG Ventures,Private Equity,1151.64
223,2018-07-30,Cure Fit,Consumer Internet,Health and fitness Platform,Bengaluru,Accel Partners,Private Equity,1151.64
223,2018-07-30,Cure Fit,Consumer Internet,Health and fitness Platform,Bengaluru,Kalaari Capital and Others,Private Equity,1151.64
224,2018-07-31,Five Star Group,Fin-Tech,Non-Bank Lending Platform For SME,Chennai,TPG,Private Equity,959.7
224,2018-07-31,Five Star Group,Fin-Tech,Non-Bank Lending Platform For SME,Chennai,Norwest Venture Partners,Private Equity,959.7
224,2018-07-31,Five Star Group,Fin-Tech,Non-Bank Lending Platform For SME,Chennai,Sequoia Capital & Matrix Partners,Private Equity,959.7
225,2018-07-31,Healthsignz,Healthcare,Health and Well being Platform,Hyderabad,Kantilal Patel,Seed/ Angel Funding,47.985
226,2018-06-01,CoinTribe,Finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurugram,Sabre Partners,Private Equity,95.97
226,2018-06-01,CoinTribe,Finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurugram,Puneet Dalmia & Others,Private Equity,95.97
227,2018-06-04,Digiconectt,Technology,Sales Analytics and Enablement Platform,Bengaluru,Aspire Logistics LLC,Seed/ Angel Funding,1.199625
228,2018-06-04,Kashmir Box,E-Commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",Srinagar,Bhairavi Jani,Seed/ Angel Funding,0.0
228,2018-06-04,Kashmir Box,E-Commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",Srinagar,Alok Divatia,Seed/ Angel Funding,0.0
